07558;100.000000
71805;100.000000
07434;100.000000
81415;100.000000
81401;100.000000
61996;100.000000
07037;100.000000
61968;100.000000
61997;100.000000
07222;100.000000
07280;100.000000
07027;100.000000
81405;100.000000
07335;100.000000
07471;100.000000
07015;100.000000
07535;100.000000
07110;100.000000
07510;100.000000
07299;100.000000
07621;100.000000
07139;100.000000
07314;100.000000
81408;100.000000
07607;100.000000
07181;100.000000
07255;100.000000
07149;100.000000
07130;100.000000
61976;100.000000
07190;100.000000
07207;100.000000
07117;100.000000
67005;100.000000
07240;100.000000
07168;100.000000
07005;100.000000
07661;100.000000
07630;100.000000
07650;100.000000
07072;100.000000
07460;100.000000
61998;100.000000
07627;100.000000
07481;100.000000
07591;100.000000
07643;100.000000
07020;100.000000
07761;100.000000
78925;100.000000
07690;100.000000
61970;100.000000
07747;100.000000
78897;100.000000
07577;100.000000
78922;100.000000
61972;100.000000
89642;100.000000
78890;100.000000
78894;100.000000
07790;100.000000
61980;97.000000
