89642;120.000000;4.100000
89642;160.000000;5.100000
81415;0.000000;0.000000
81408;80.000000;4.000000
81408;330.000000;1.000000
81408;30.000000;2.000000
81408;40.000000;1.000000
81405;100.000000;6.000000
81405;70.000000;2.000000
81405;120.000000;1.000000
81401;0.000000;0.000000
78925;30.000000;0.000000
78925;40.000000;2.000000
78925;20.000000;0.000000
78925;30.000000;1.000000
78922;140.000000;7.000000
78897;20.000000;0.000000
78897;120.000000;5.000000
78897;220.000000;0.000000
71805;210.000000;9.000000
71805;230.000000;7.000000
71805;210.000000;7.000000
71805;260.000000;6.000000
71805;20.000000;6.000000
67005;310.000000;7.000000
67005;0.000000;0.000000
67005;130.000000;4.000000
61998;240.000000;2.000000
61997;310.000000;17.000000
61997;240.000000;17.000000
61997;220.000000;20.000000
61997;210.000000;7.000000
61996;270.000000;9.000000
61996;330.000000;6.000000
61980;90.000000;3.000000
61980;70.000000;1.000000
61980;170.000000;4.000000
61980;140.000000;4.000000
61976;0.000000;0.000000
61976;0.000000;0.000000
61976;70.000000;7.000000
61976;60.000000;6.000000
61972;150.000000;5.000000
61972;160.000000;8.000000
61972;170.000000;4.000000
61972;150.000000;4.000000
61972;170.000000;5.000000
61972;160.000000;2.100000
61970;170.000000;2.000000
61970;100.000000;1.000000
61970;80.000000;3.000000
61970;240.000000;1.000000
61968;70.000000;2.000000
07790;330.000000;3.000000
07790;150.000000;1.000000
07790;230.000000;2.000000
07790;30.000000;1.000000
07790;250.000000;0.000000
07761;60.000000;1.000000
07747;310.000000;5.000000
07747;310.000000;8.000000
07690;330.000000;4.000000
07690;320.000000;6.000000
07690;300.000000;1.000000
07661;140.000000;6.000000
07650;350.000000;2.000000
07650;40.000000;3.000000
07650;80.000000;5.000000
07650;0.000000;0.000000
07643;300.000000;7.000000
07630;300.000000;4.000000
07630;170.000000;1.000000
07630;310.000000;6.000000
07630;300.000000;7.000000
07627;160.000000;2.000000
07627;0.000000;0.000000
07627;60.000000;3.000000
07621;30.000000;2.000000
07621;170.000000;2.000000
07621;80.000000;1.000000
07607;0.000000;0.000000
07607;90.000000;2.000000
07607;280.000000;1.000000
07591;0.000000;0.000000
07577;10.000000;4.000000
07577;10.000000;5.000000
07577;360.000000;5.000000
07577;10.000000;5.000000
07577;150.000000;0.000000
07558;260.000000;1.000000
07510;180.000000;3.000000
07510;10.000000;5.000000
07510;60.000000;4.000000
07510;160.000000;4.000000
07510;240.000000;10.000000
07510;240.000000;6.000000
07481;160.000000;1.000000
07481;160.000000;3.000000
07471;0.000000;0.000000
07471;270.000000;5.000000
07471;150.000000;6.000000
07460;340.000000;0.000000
07434;220.000000;3.000000
07434;40.000000;5.000000
07434;220.000000;4.000000
07434;260.000000;2.000000
07434;230.000000;4.000000
07335;340.000000;3.000000
07335;40.000000;4.000000
07335;220.000000;6.000000
07335;170.000000;5.000000
07314;10.000000;8.000000
07314;50.000000;10.000000
07314;70.000000;5.000000
07314;160.000000;6.000000
07299;260.000000;8.000000
07299;280.000000;2.000000
07299;140.000000;5.000000
07280;180.000000;2.000000
07280;360.000000;2.000000
07280;240.000000;1.000000
07255;290.000000;1.000000
07255;80.000000;4.000000
07255;200.000000;4.000000
07240;60.000000;4.000000
07240;40.000000;4.000000
07240;250.000000;10.000000
07222;10.000000;3.000000
07222;20.000000;5.000000
07222;210.000000;4.000000
07222;60.000000;4.000000
07222;230.000000;8.000000
07222;230.000000;5.000000
07207;30.000000;2.000000
07207;70.000000;9.000000
07207;100.000000;4.000000
07207;90.000000;5.000000
07207;290.000000;9.000000
07207;220.000000;10.000000
07190;20.000000;4.000000
07190;190.000000;4.000000
07181;260.000000;1.000000
07181;200.000000;5.000000
07168;320.000000;2.000000
07168;0.000000;0.000000
07168;160.000000;1.000000
07168;150.000000;2.000000
07149;10.000000;2.000000
07149;230.000000;1.000000
07149;80.000000;1.000000
07149;60.000000;4.000000
07149;250.000000;3.000000
07139;160.000000;4.000000
07130;30.000000;1.000000
07130;280.000000;8.000000
07130;200.000000;9.000000
07117;310.000000;6.000000
07117;140.000000;3.000000
07117;230.000000;6.000000
07110;210.000000;4.000000
07110;350.000000;7.000000
07027;200.000000;3.000000
07027;30.000000;1.000000
07027;230.000000;2.000000
07027;170.000000;3.000000
07027;170.000000;10.000000
07020;200.000000;11.000000
07020;10.000000;6.000000
07020;20.000000;10.000000
07020;120.000000;4.000000
07015;190.000000;1.000000
07015;80.000000;1.000000
07015;60.000000;7.000000
07015;160.000000;1.000000
07015;260.000000;0.000000
07015;160.000000;5.000000
07005;30.000000;2.000000
07005;80.000000;1.000000
